"year","grand_prix","session_type","driver","team","total_laps","avg_lap_time_s","best_lap_time_s","avg_sector1_s","avg_sector2_s","avg_sector3_s","avg_speed_trap_kmh","max_speed_trap_kmh","soft_laps","medium_laps","hard_laps","rank_in_race"
2022,Abu Dhabi Grand Prix,Q,RUS,Mercedes,8,90.956,84.511,18.375,38.692,33.889,297.1,323.0,8,0,0,6
2022,Abu Dhabi Grand Prix,Q,NOR,McLaren,5,85.154,84.769,17.479,36.657,31.017,319.6,322.0,5,0,0,7
2022,Abu Dhabi Grand Prix,Q,OCO,Alpine,5,85.325,84.83,17.57,36.711,31.044,323.2,324.0,5,0,0,8
2022,Abu Dhabi Grand Prix,Q,VET,Aston Martin,8,98.271,84.961,19.246,41.706,37.319,282.0,319.0,8,0,0,9
2022,Abu Dhabi Grand Prix,Q,RIC,McLaren,5,85.503,85.045,17.642,36.748,31.113,317.0,318.0,5,0,0,10
2022,Abu Dhabi Grand Prix,Q,ALO,Alpine,4,85.645,85.096,17.456,36.943,31.246,326.3,327.0,4,0,0,11
2022,Abu Dhabi Grand Prix,Q,TSU,AlphaTauri,5,85.738,85.219,17.612,36.742,31.385,325.6,328.0,5,0,0,12
2022,Abu Dhabi Grand Prix,Q,MSC,Haas F1 Team,7,100.981,85.225,20.44,42.747,37.795,291.7,325.0,7,0,0,13
2022,Abu Dhabi Grand Prix,Q,STR,Aston Martin,7,100.693,85.359,20.668,42.461,37.564,273.6,314.0,7,0,0,14
2022,Abu Dhabi Grand Prix,Q,ZHO,Alfa Romeo,4,85.892,85.408,17.693,36.913,31.286,320.0,322.0,4,0,0,15
2022,Abu Dhabi Grand Prix,Q,MAG,Haas F1 Team,4,98.162,85.834,20.554,40.912,36.697,302.8,325.0,4,0,0,16
2022,Abu Dhabi Grand Prix,Q,GAS,AlphaTauri,3,86.013,85.859,17.63,36.867,31.516,324.0,326.0,3,0,0,17
2022,Abu Dhabi Grand Prix,Q,BOT,Alfa Romeo,2,86.196,85.892,17.822,37.072,31.302,320.5,321.0,2,0,0,18
2022,Abu Dhabi Grand Prix,Q,ALB,Williams,5,102.062,86.028,20.339,42.952,38.772,260.6,334.0,5,0,0,19
2022,Abu Dhabi Grand Prix,Q,LAT,Williams,3,86.547,86.054,17.625,36.813,32.109,329.0,330.0,3,0,0,20
2022,Abu Dhabi Grand Prix,R,NOR,McLaren,53,90.887,88.391,18.26,39.1,33.527,293.8,316.0,0,28,25,1
2022,Abu Dhabi Grand Prix,R,RUS,Mercedes,53,90.397,88.836,18.245,38.843,33.31,296.0,318.0,0,31,22,2
2022,Abu Dhabi Grand Prix,R,SAI,Ferrari,53,90.349,88.879,18.277,38.678,33.394,303.5,324.0,0,15,38,3
2022,Abu Dhabi Grand Prix,R,PER,Red Bull Racing,53,90.083,88.972,18.281,38.606,33.197,298.6,333.0,0,13,40,4
2022,Abu Dhabi Grand Prix,R,OCO,Alpine,53,90.876,89.333,18.313,38.972,33.592,295.6,334.0,0,12,41,5
2022,Abu Dhabi Grand Prix,R,VER,Red Bull Racing,55,90.336,89.392,18.387,38.647,33.302,298.2,304.0,0,18,37,6
2022,Abu Dhabi Grand Prix,R,TSU,AlphaTauri,53,91.408,89.489,18.456,38.899,34.053,306.0,326.0,19,12,22,7
2022,Abu Dhabi Grand Prix,R,ZHO,Alfa Romeo,52,91.718,89.6,18.466,39.214,34.038,302.1,324.0,12,13,27,8
2022,Abu Dhabi Grand Prix,R,STR,Aston Martin,53,91.208,89.62,18.398,39.096,33.715,297.7,321.0,0,28,25,9
2022,Abu Dhabi Grand Prix,R,LEC,Ferrari,55,90.468,89.719,18.345,38.792,33.332,302.4,321.0,0,19,36,10
2022,Abu Dhabi Grand Prix,R,HAM,Mercedes,51,90.765,89.788,18.306,38.911,33.548,295.2,328.0,0,16,35,11
2022,Abu Dhabi Grand Prix,R,MSC,Haas F1 Team,52,92.126,89.833,18.602,39.46,34.064,299.6,326.0,0,34,18,12
2022,Abu Dhabi Grand Prix,R,ALB,Williams,52,91.772,89.939,18.565,38.808,34.399,309.6,330.0,0,31,21,13
2022,Abu Dhabi Grand Prix,R,LAT,Williams,49,92.375,90.309,18.646,39.01,34.719,303.6,319.0,0,28,21,14
2022,Abu Dhabi Grand Prix,R,VET,Aston Martin,55,91.698,90.312,18.483,38.947,34.268,304.3,324.0,0,23,32,15
2022,Abu Dhabi Grand Prix,R,BOT,Alfa Romeo,54,92.279,90.352,18.591,39.344,34.345,294.3,327.0,0,26,28,16
2022,Abu Dhabi Grand Prix,R,ALO,Alpine,23,92.028,90.579,18.537,39.021,34.47,314.3,328.0,0,17,6,17
2022,Abu Dhabi Grand Prix,R,RIC,McLaren,55,91.665,90.785,18.501,39.074,34.089,299.4,324.0,0,17,38,18
2022,Abu Dhabi Grand Prix,R,GAS,AlphaTauri,54,92.159,91.018,18.617,39.134,34.408,303.8,329.0,12,0,42,19
2022,Abu Dhabi Grand Prix,R,MAG,Haas F1 Team,54,92.723,91.158,18.737,39.511,34.476,299.4,320.0,0,28,26,20
2022,Australian Grand Prix,Q,LEC,Ferrari,11,95.457,77.868,32.278,21.448,41.731,289.5,313.0,11,0,0,1
2022,Australian Grand Prix,Q,VER,Red Bull Racing,11,90.152,78.154,31.596,21.073,37.483,295.1,320.0,11,0,0,2
2022,Australian Grand Prix,Q,PER,Red Bull Racing,13,92.624,78.24,31.672,21.319,39.632,290.2,322.0,13,0,0,3
2022,Australian Grand Prix,Q,SAI,Ferrari,11,91.881,78.469,31.569,21.065,39.248,291.0,313.0,11,0,0,4
2022,Australian Grand Prix,Q,NOR,McLaren,10,91.078,78.703,31.74,21.343,37.995,292.1,319.0,10,0,0,5
2022,Australian Grand Prix,Q,ALO,Alpine,6,89.542,78.815,31.321,20.086,38.135,289.8,322.0,6,0,0,6
2022,Australian Grand Prix,Q,HAM,Mercedes,16,87.96,78.825,31.107,19.929,36.924,291.7,315.0,16,0,0,7
2022,Australian Grand Prix,Q,RUS,Mercedes,14,91.407,78.933,31.181,19.998,40.229,288.7,315.0,14,0,0,8
2022,Australian Grand Prix,Q,RIC,McLaren,9,87.337,79.032,30.387,20.048,36.901,299.1,315.0,9,0,0,9
2022,Australian Grand Prix,Q,OCO,Alpine,10,84.53,79.061,29.021,19.379,36.129,307.6,320.0,10,0,0,10
2022,Australian Grand Prix,Q,GAS,AlphaTauri,9,89.31,79.226,31.096,20.182,38.032,299.7,316.0,9,0,0,11
2022,Australian Grand Prix,Q,BOT,Alfa Romeo,7,89.028,79.251,31.864,19.227,37.936,296.9,316.0,7,0,0,12
2022,Australian Grand Prix,Q,TSU,AlphaTauri,7,96.945,79.424,32.221,20.663,44.061,287.1,317.0,7,0,0,13
2022,Australian Grand Prix,Q,ZHO,Alfa Romeo,8,92.964,79.91,31.764,20.136,41.064,292.3,314.0,8,0,0,14
2022,Australian Grand Prix,Q,MSC,Haas F1 Team,9,88.394,80.104,30.354,19.492,38.549,297.1,314.0,9,0,0,15
2022,Australian Grand Prix,Q,ALB,Williams,5,87.738,80.135,30.528,19.796,37.414,297.0,317.0,5,0,0,16
2022,Australian Grand Prix,Q,MAG,Haas F1 Team,5,85.127,80.254,29.837,19.118,36.173,305.0,314.0,5,0,0,17
2022,Australian Grand Prix,Q,VET,Aston Martin,1,81.149,81.149,27.994,18.148,35.007,313.0,313.0,1,0,0,18
2022,Australian Grand Prix,Q,LAT,Williams,4,93.958,81.372,31.535,19.385,43.038,301.0,318.0,4,0,0,19
2022,Australian Grand Prix,R,LEC,Ferrari,46,82.595,80.26,28.715,18.278,35.601,286.5,309.0,0,16,30,1
2022,Australian Grand Prix,R,ALO,Alpine,44,84.92,80.846,29.553,18.551,36.817,294.0,313.0,0,15,29,2
2022,Australian Grand Prix,R,PER,Red Bull Racing,45,83.319,81.094,28.977,18.3,36.042,289.6,313.0,0,14,31,3
2022,Australian Grand Prix,R,RUS,Mercedes,47,83.571,81.495,28.958,18.507,36.106,283.9,306.0,0,17,30,4
2022,Australian Grand Prix,R,BOT,Alfa Romeo,46,84.618,81.651,29.583,18.42,36.615,293.2,322.0,0,16,30,5
2022,Australian Grand Prix,R,VER,Red Bull Racing,27,83.685,81.677,29.109,18.425,36.15,283.3,304.0,0,12,15,6
2022,Australian Grand Prix,R,HAM,Mercedes,46,83.559,81.886,29.005,18.499,36.055,284.3,297.0,0,16,30,7
2022,Australian Grand Prix,R,NOR,McLaren,45,84.171,82.248,29.21,18.607,36.354,282.2,313.0,0,14,31,8
2022,Australian Grand Prix,R,RIC,McLaren,45,84.189,82.451,29.264,18.544,36.381,288.4,305.0,0,15,30,9
2022,Australian Grand Prix,R,OCO,Alpine,45,84.381,82.469,29.326,18.453,36.603,293.5,309.0,0,11,34,10
2022,Australian Grand Prix,R,ZHO,Alfa Romeo,45,84.943,82.541,29.602,18.591,36.75,295.1,317.0,0,15,30,11
2022,Australian Grand Prix,R,ALB,Williams,45,84.874,82.589,29.544,18.488,36.842,294.8,313.0,0,0,45,12
2022,Australian Grand Prix,R,GAS,AlphaTauri,45,84.771,82.731,29.549,18.61,36.612,293.7,318.0,0,15,30,13
2022,Australian Grand Prix,R,MSC,Haas F1 Team,44,84.972,83.006,29.485,18.657,36.83,296.3,326.0,0,8,36,14
2022,Australian Grand Prix,R,MAG,Haas F1 Team,46,84.967,83.071,29.573,18.656,36.738,286.3,308.0,0,17,29,15
2022,Australian Grand Prix,R,TSU,AlphaTauri,44,85.114,83.342,29.604,18.621,36.889,290.0,308.0,0,12,32,16
2022,Australian Grand Prix,R,STR,Aston Martin,47,85.2,83.592,29.66,18.588,36.952,293.4,313.0,0,0,47,17
2022,Australian Grand Prix,R,LAT,Williams,44,85.289,83.882,29.577,18.61,37.102,293.2,305.0,0,7,37,18
2022,Australian Grand Prix,R,VET,Aston Martin,17,86.562,85.189,29.913,18.716,37.933,287.9,306.0,0,0,17,19
2022,Austrian Grand Prix,Q,VER,Red Bull Racing,9,76.88,64.984,18.887,34.064,23.93,269.4,319.0,9,0,0,1
2022,Austrian Grand Prix,Q,LEC,Ferrari,13,77.603,65.013,18.762,34.881,23.96,270.8,318.0,13,0,0,2
2022,Austrian Grand Prix,Q,SAI,Ferrari,13,80.443,65.066,19.223,36.519,24.701,272.6,318.0,13,0,0,3
2022,Austrian Grand Prix,Q,PER,Red Bull Racing,12,79.076,65.404,19.034,35.894,24.148,262.3,320.0,12,0,0,4
2022,Austrian Grand Prix,Q,RUS,Mercedes,12,72.339,65.431,17.643,32.424,22.273,299.0,316.0,12,0,0,5
2022,Austrian Grand Prix,Q,HAM,Mercedes,10,73.393,65.475,17.5,33.52,22.372,286.2,319.0,10,0,0,6
2022,Austrian Grand Prix,Q,OCO,Alpine,14,76.84,65.726,18.668,34.162,24.009,274.4,316.0,14,0,0,7
2022,Austrian Grand Prix,Q,MAG,Haas F1 Team,9,73.141,65.879,18.132,32.344,22.664,299.1,319.0,9,0,0,8
2022,Austrian Grand Prix,Q,MSC,Haas F1 Team,9,73.135,66.011,18.446,32.475,22.214,299.8,319.0,9,0,0,9
2022,Austrian Grand Prix,Q,ALO,Alpine,8,69.644,66.016,17.242,31.287,21.116,304.0,318.0,8,0,0,10
2022,Austrian Grand Prix,Q,GAS,AlphaTauri,8,71.544,66.16,17.676,31.724,22.143,303.0,317.0,8,0,0,11
2022,Austrian Grand Prix,Q,ALB,Williams,5,66.603,66.23,16.754,29.55,20.299,318.6,320.0,5,0,0,12
2022,Austrian Grand Prix,Q,BOT,Alfa Romeo,6,70.107,66.319,17.647,31.556,20.903,305.7,315.0,6,0,0,13
2022,Austrian Grand Prix,Q,NOR,McLaren,11,87.789,66.33,20.287,40.624,26.878,245.5,316.0,11,0,0,14
2022,Austrian Grand Prix,Q,TSU,AlphaTauri,7,71.613,66.463,17.754,32.084,21.776,300.6,315.0,7,0,0,15
2022,Austrian Grand Prix,Q,RIC,McLaren,4,75.89,66.613,17.944,33.327,24.62,299.0,317.0,4,0,0,16
2022,Austrian Grand Prix,Q,VET,Aston Martin,8,82.446,66.652,20.501,36.225,25.72,266.0,316.0,8,0,0,17
2022,Austrian Grand Prix,Q,STR,Aston Martin,8,83.537,66.847,18.656,38.682,26.199,248.0,315.0,8,0,0,18
2022,Austrian Grand Prix,Q,ZHO,Alfa Romeo,5,74.946,66.901,18.995,33.36,22.591,290.8,315.0,5,0,0,19
2022,Austrian Grand Prix,Q,LAT,Williams,3,67.493,67.003,16.799,30.079,20.615,316.7,319.0,3,0,0,20
2022,Austrian Grand Prix,R,VER,Red Bull Racing,64,69.982,67.275,17.588,31.215,21.179,296.9,321.0,0,23,41,1
2022,Austrian Grand Prix,R,LEC,Ferrari,63,69.945,67.583,17.571,31.188,21.186,295.2,313.0,0,35,28,2
2022,Austrian Grand Prix,R,ALO,Alpine,64,71.168,68.558,17.61,31.816,21.743,297.9,319.0,0,11,53,3
2022,Austrian Grand Prix,R,SAI,Ferrari,51,70.356,68.649,17.667,31.387,21.301,290.3,308.0,0,25,21,4
2022,Austrian Grand Prix,R,HAM,Mercedes,63,70.596,69.0,17.611,31.468,21.517,296.5,316.0,0,42,21,5
2022,Austrian Grand Prix,R,RUS,Mercedes,63,70.678,69.075,17.68,31.597,21.4,294.9,314.0,0,9,27,6
2022,Austrian Grand Prix,R,BOT,Alfa Romeo,62,71.254,69.266,17.613,31.828,21.814,302.0,321.0,0,4,31,7
2022,Austrian Grand Prix,R,NOR,McLaren,62,71.088,69.304,17.707,31.813,21.568,296.3,316.0,0,12,27,8
2022,Austrian Grand Prix,R,ZHO,Alfa Romeo,63,71.329,69.38,17.664,31.979,21.685,298.6,315.0,0,21,42,9
2022,Austrian Grand Prix,R,OCO,Alpine,63,71.05,69.559,17.759,31.664,21.626,291.6,314.0,0,14,26,10
2022,Austrian Grand Prix,R,MSC,Haas F1 Team,62,71.107,69.625,17.638,31.803,21.666,297.4,316.0,0,14,25,11
2022,Austrian Grand Prix,R,ALB,Williams,62,71.424,69.669,17.626,31.988,21.809,304.2,321.0,0,9,28,12
2022,Austrian Grand Prix,R,RIC,McLaren,62,71.336,69.924,17.775,31.841,21.719,299.0,312.0,0,10,30,13
2022,Austrian Grand Prix,R,MAG,Haas F1 Team,62,71.229,69.938,17.733,31.779,21.718,295.0,316.0,0,13,24,14
2022,Austrian Grand Prix,R,VET,Aston Martin,63,71.592,70.0,17.728,32.02,21.844,299.0,318.0,0,22,18,15
2022,Austrian Grand Prix,R,STR,Aston Martin,63,71.481,70.004,17.774,31.927,21.78,294.6,315.0,0,46,17,16
2022,Austrian Grand Prix,R,TSU,AlphaTauri,63,71.615,70.023,17.7,32.031,21.884,302.0,317.0,0,18,45,17
2022,Austrian Grand Prix,R,GAS,AlphaTauri,63,71.418,70.104,17.739,31.896,21.783,298.5,317.0,0,10,26,18
2022,Austrian Grand Prix,R,LAT,Williams,42,72.316,70.89,17.745,32.408,22.163,300.5,316.0,0,10,21,19
2022,Austrian Grand Prix,R,PER,Red Bull Racing,21,73.051,71.843,18.072,32.452,22.527,291.8,302.0,0,0,21,20
2022,Azerbaijan Grand Prix,Q,LEC,Ferrari,11,117.771,101.359,42.99,48.243,26.538,303.5,319.0,11,0,0,1
2022,Azerbaijan Grand Prix,Q,PER,Red Bull Racing,10,114.261,101.641,40.938,46.706,26.618,303.7,320.0,10,0,0,2
2022,Azerbaijan Grand Prix,Q,VER,Red Bull Racing,8,109.978,101.706,39.682,44.276,26.02,311.0,320.0,8,0,0,3
2022,Azerbaijan Grand Prix,Q,SAI,Ferrari,9,115.544,101.814,42.179,46.811,26.554,299.0,317.0,9,0,0,4
2022,Azerbaijan Grand Prix,Q,RUS,Mercedes,9,106.868,102.712,37.0,43.901,25.967,302.0,310.0,9,0,0,5
2022,Azerbaijan Grand Prix,Q,GAS,AlphaTauri,10,111.75,102.845,39.93,45.943,25.878,306.6,313.0,10,0,0,6
2022,Azerbaijan Grand Prix,Q,HAM,Mercedes,8,106.669,102.924,37.997,42.986,25.687,306.5,311.0,8,0,0,7
2022,Azerbaijan Grand Prix,Q,TSU,AlphaTauri,8,111.224,103.056,39.419,45.745,26.06,308.4,314.0,8,0,0,8
2022,Azerbaijan Grand Prix,Q,VET,Aston Martin,8,116.991,103.091,42.287,48.556,26.148,311.0,323.0,8,0,0,9
2022,Azerbaijan Grand Prix,Q,ALO,Alpine,7,111.929,103.173,40.393,45.246,26.291,317.1,323.0,7,0,0,10
2022,Azerbaijan Grand Prix,Q,NOR,McLaren,5,110.092,103.398,39.991,44.149,25.952,304.2,310.0,5,0,0,11
2022,Azerbaijan Grand Prix,Q,RIC,McLaren,7,113.726,103.574,40.261,47.39,26.075,303.7,310.0,7,0,0,12
2022,Azerbaijan Grand Prix,Q,OCO,Alpine,5,114.784,103.585,41.399,47.608,25.777,313.2,323.0,5,0,0,13
2022,Azerbaijan Grand Prix,Q,ZHO,Alfa Romeo,6,113.414,103.777,40.726,46.217,26.471,305.7,315.0,6,0,0,14
2022,Azerbaijan Grand Prix,Q,BOT,Alfa Romeo,6,114.558,104.444,41.253,47.3,26.005,306.3,316.0,6,0,0,15
2022,Azerbaijan Grand Prix,Q,MAG,Haas F1 Team,3,115.629,104.643,40.259,48.417,26.953,299.7,317.0,3,0,0,16
2022,Azerbaijan Grand Prix,Q,ALB,Williams,4,112.384,104.719,40.337,46.002,26.045,312.5,318.0,4,0,0,17
2022,Azerbaijan Grand Prix,Q,LAT,Williams,3,113.761,105.367,40.531,47.347,25.883,313.0,320.0,3,0,0,18
2022,Azerbaijan Grand Prix,Q,STR,Aston Martin,3,124.554,105.371,42.16,55.429,26.966,306.3,316.0,3,0,0,19
2022,Azerbaijan Grand Prix,Q,MSC,Haas F1 Team,3,116.574,105.775,40.043,49.385,27.146,300.0,315.0,3,0,0,20
2022,Azerbaijan Grand Prix,R,PER,Red Bull Racing,43,108.017,106.046,38.517,43.835,25.666,317.0,322.0,0,12,31,1
2022,Azerbaijan Grand Prix,R,VER,Red Bull Racing,43,107.68,106.05,38.51,43.72,25.45,319.7,325.0,0,14,29,2
2022,Azerbaijan Grand Prix,R,HAM,Mercedes,45,109.283,107.044,39.049,44.327,25.907,311.1,316.0,0,7,38,3
2022,Azerbaijan Grand Prix,R,RUS,Mercedes,45,108.772,107.177,38.722,44.028,26.022,308.2,312.0,0,7,38,4
2022,Azerbaijan Grand Prix,R,TSU,AlphaTauri,42,109.57,107.523,39.269,44.502,25.799,317.4,322.0,11,7,24,5
2022,Azerbaijan Grand Prix,R,LEC,Ferrari,16,108.376,107.531,38.727,43.891,25.758,314.6,316.0,0,7,9,6
2022,Azerbaijan Grand Prix,R,ALB,Williams,42,109.846,107.966,39.303,44.844,25.699,318.8,324.0,0,7,35,7
2022,Azerbaijan Grand Prix,R,ALO,Alpine,44,109.6,107.989,39.378,44.744,25.479,323.2,329.0,0,14,30,8
2022,Azerbaijan Grand Prix,R,NOR,McLaren,44,109.644,107.997,39.224,44.549,25.871,314.0,321.0,0,16,28,9
2022,Azerbaijan Grand Prix,R,STR,Aston Martin,37,110.753,108.038,39.752,45.206,25.795,320.0,323.0,0,11,26,10
2022,Azerbaijan Grand Prix,R,BOT,Alfa Romeo,45,110.352,108.179,39.591,44.767,25.994,313.3,317.0,0,16,29,11
2022,Azerbaijan Grand Prix,R,VET,Aston Martin,45,109.803,108.206,39.438,44.839,25.526,321.3,326.0,0,7,38,12
2022,Azerbaijan Grand Prix,R,RIC,McLaren,46,109.903,108.276,39.373,44.645,25.885,312.4,317.0,0,17,29,13
2022,Azerbaijan Grand Prix,R,OCO,Alpine,46,110.246,108.297,39.687,45.006,25.553,322.0,326.0,0,17,29,14
2022,Azerbaijan Grand Prix,R,MSC,Haas F1 Team,42,110.383,108.41,39.494,44.936,25.954,314.9,322.0,0,12,30,15
2022,Azerbaijan Grand Prix,R,GAS,AlphaTauri,45,109.633,108.519,39.301,44.459,25.873,313.4,320.0,0,7,38,16
2022,Azerbaijan Grand Prix,R,ZHO,Alfa Romeo,19,110.478,108.723,39.669,45.145,25.663,318.7,328.0,0,7,12,17
2022,Azerbaijan Grand Prix,R,MAG,Haas F1 Team,28,110.544,108.789,39.733,45.082,25.73,320.0,325.0,0,7,21,18
2022,Azerbaijan Grand Prix,R,SAI,Ferrari,7,109.155,108.978,39.044,44.344,25.767,316.7,318.0,0,7,0,19
2022,Azerbaijan Grand Prix,R,LAT,Williams,40,111.305,109.583,39.845,45.557,25.903,317.2,322.0,0,11,29,20
2022,Bahrain Grand Prix,Q,LEC,Ferrari,5,91.01,90.558,29.29,38.902,22.818,314.6,316.0,5,0,0,1
2022,Bahrain Grand Prix,Q,VER,Red Bull Racing,6,99.079,90.681,31.802,43.582,23.696,308.0,322.0,6,0,0,2
2022,Bahrain Grand Prix,Q,SAI,Ferrari,5,91.105,90.687,29.193,39.063,22.849,315.0,315.0,5,0,0,3
2022,Bahrain Grand Prix,Q,PER,Red Bull Racing,6,91.502,90.921,29.41,39.166,22.926,321.3,323.0,6,0,0,4
2022,Bahrain Grand Prix,Q,HAM,Mercedes,7,98.757,91.048,31.293,43.402,24.062,301.9,315.0,7,0,0,5
2022,Bahrain Grand Prix,Q,RUS,Mercedes,7,97.069,91.252,30.936,42.328,23.805,306.0,314.0,7,0,0,6
2022,Bahrain Grand Prix,Q,MAG,Haas F1 Team,4,91.878,91.461,29.445,39.439,22.994,317.0,318.0,4,0,0,7
2022,Bahrain Grand Prix,Q,BOT,Alfa Romeo,5,91.894,91.56,29.406,39.492,22.997,314.0,315.0,5,0,0,8
2022,Bahrain Grand Prix,Q,ALO,Alpine,4,91.991,91.621,29.412,39.462,23.117,319.3,321.0,4,0,0,9
2022,Bahrain Grand Prix,Q,GAS,AlphaTauri,7,92.5,91.635,29.616,39.725,23.158,314.7,317.0,7,0,0,10
2022,Bahrain Grand Prix,Q,OCO,Alpine,4,92.111,91.782,29.528,39.479,23.106,317.8,320.0,4,0,0,11
2022,Bahrain Grand Prix,Q,MSC,Haas F1 Team,3,92.323,91.998,29.638,39.636,23.049,317.0,318.0,3,0,0,12
2022,Bahrain Grand Prix,Q,NOR,McLaren,6,101.358,92.008,32.225,42.727,26.406,299.7,315.0,6,0,0,13
2022,Bahrain Grand Prix,Q,ZHO,Alfa Romeo,4,92.802,92.387,29.617,39.977,23.208,314.3,315.0,4,0,0,14
2022,Bahrain Grand Prix,Q,ALB,Williams,3,92.822,92.664,29.658,39.877,23.286,314.3,316.0,3,0,0,15
2022,Bahrain Grand Prix,Q,TSU,AlphaTauri,2,93.166,92.75,29.92,39.96,23.286,315.0,318.0,2,0,0,16
2022,Bahrain Grand Prix,Q,HUL,Aston Martin,2,93.106,92.777,29.917,39.909,23.279,310.0,310.0,2,0,0,17
2022,Bahrain Grand Prix,Q,RIC,McLaren,4,101.55,92.945,32.979,44.415,24.156,285.3,311.0,4,0,0,18
2022,Bahrain Grand Prix,Q,STR,Aston Martin,2,93.171,93.032,29.912,39.92,23.34,310.0,311.0,2,0,0,19
2022,Bahrain Grand Prix,Q,LAT,Williams,2,93.71,93.634,29.963,40.433,23.315,317.0,319.0,2,0,0,20
2022,Bahrain Grand Prix,R,LEC,Ferrari,47,97.573,94.57,31.348,42.126,24.099,291.7,299.0,34,13,0,1
2022,Bahrain Grand Prix,R,VER,Red Bull Racing,41,97.847,95.44,31.208,42.374,24.265,298.0,327.0,30,11,0,2
2022,Bahrain Grand Prix,R,SAI,Ferrari,45,97.979,95.74,31.403,42.379,24.197,294.2,313.0,36,9,0,3
2022,Bahrain Grand Prix,R,PER,Red Bull Racing,43,98.107,96.089,31.3,42.521,24.286,298.0,325.0,27,16,0,4
2022,Bahrain Grand Prix,R,HAM,Mercedes,45,98.279,96.228,31.465,42.618,24.196,300.3,322.0,16,15,14,5
2022,Bahrain Grand Prix,R,RUS,Mercedes,46,98.639,96.302,31.654,42.797,24.188,294.5,324.0,20,10,16,6
2022,Bahrain Grand Prix,R,BOT,Alfa Romeo,46,99.374,96.599,31.557,43.36,24.456,303.7,324.0,19,27,0,7
2022,Bahrain Grand Prix,R,MAG,Haas F1 Team,46,99.063,96.623,31.603,43.037,24.422,297.4,321.0,37,9,0,8
2022,Bahrain Grand Prix,R,ZHO,Alfa Romeo,46,99.505,96.685,31.658,43.344,24.503,300.4,324.0,20,26,0,9
2022,Bahrain Grand Prix,R,ALO,Alpine,44,99.536,96.733,31.831,43.208,24.497,294.4,317.0,17,12,15,10
2022,Bahrain Grand Prix,R,MSC,Haas F1 Team,46,100.128,96.956,31.828,43.595,24.705,298.9,323.0,25,21,0,11
2022,Bahrain Grand Prix,R,NOR,McLaren,45,100.784,96.988,32.142,43.791,24.85,298.6,325.0,8,22,15,12
2022,Bahrain Grand Prix,R,TSU,AlphaTauri,45,99.411,97.104,31.686,43.241,24.484,301.6,326.0,33,12,0,13
2022,Bahrain Grand Prix,R,OCO,Alpine,44,99.276,97.11,31.648,43.114,24.515,298.4,324.0,19,14,11,14
2022,Bahrain Grand Prix,R,STR,Aston Martin,45,100.334,97.274,31.984,43.621,24.729,288.4,319.0,41,4,0,15
2022,Bahrain Grand Prix,R,GAS,AlphaTauri,39,99.528,97.324,31.771,43.286,24.471,297.3,326.0,12,16,11,16
2022,Bahrain Grand Prix,R,RIC,McLaren,45,100.518,97.58,32.036,43.732,24.75,293.0,315.0,21,15,9,17
2022,Bahrain Grand Prix,R,ALB,Williams,45,100.529,97.702,31.948,43.955,24.626,302.8,318.0,18,27,0,18
2022,Bahrain Grand Prix,R,HUL,Aston Martin,45,100.916,98.243,32.136,43.846,24.935,290.4,317.0,40,5,0,19
2022,Bahrain Grand Prix,R,LAT,Williams,45,100.891,98.251,31.937,44.262,24.691,301.1,314.0,35,10,0,20
2022,Belgian Grand Prix,Q,VER,Red Bull Racing,3,104.323,103.665,30.66,44.668,28.995,309.3,310.0,3,0,0,1
2022,Belgian Grand Prix,Q,SAI,Ferrari,4,104.87,104.297,30.85,44.802,29.218,309.8,313.0,4,0,0,2
2022,Belgian Grand Prix,Q,PER,Red Bull Racing,4,104.906,104.462,30.793,44.995,29.119,309.8,312.0,4,0,0,3
2022,Belgian Grand Prix,Q,LEC,Ferrari,4,105.078,104.551,31.018,44.897,29.164,308.0,309.0,4,0,0,4
2022,Belgian Grand Prix,Q,OCO,Alpine,3,105.565,105.18,30.972,45.32,29.273,310.0,312.0,3,0,0,5
2022,Belgian Grand Prix,Q,ALO,Alpine,4,105.663,105.368,31.035,45.296,29.332,309.8,312.0,4,0,0,6
2022,Belgian Grand Prix,Q,HAM,Mercedes,8,110.678,105.42,33.626,47.241,29.811,287.8,306.0,8,0,0,7
2022,Belgian Grand Prix,Q,RUS,Mercedes,8,109.596,105.461,33.141,46.626,29.829,287.1,307.0,8,0,0,8
2022,Belgian Grand Prix,Q,NOR,McLaren,4,105.939,105.603,31.024,45.717,29.198,310.3,311.0,4,0,0,9
2022,Belgian Grand Prix,Q,ALB,Williams,6,106.125,105.672,30.882,45.951,29.291,312.2,314.0,6,0,0,10
2022,Belgian Grand Prix,Q,RIC,McLaren,3,106.004,105.767,31.087,45.534,29.383,307.3,310.0,3,0,0,11
2022,Belgian Grand Prix,Q,GAS,AlphaTauri,4,106.125,105.827,30.987,45.789,29.35,307.8,309.0,4,0,0,12
2022,Belgian Grand Prix,Q,ZHO,Alfa Romeo,4,106.703,106.085,31.268,46.051,29.384,307.8,310.0,4,0,0,13
2022,Belgian Grand Prix,Q,STR,Aston Martin,4,106.674,106.256,31.29,45.858,29.526,307.8,309.0,4,0,0,14
2022,Belgian Grand Prix,Q,MSC,Haas F1 Team,4,107.301,106.342,31.282,46.384,29.636,305.5,307.0,4,0,0,15
